NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	Details ...	200	0.42769542	1.9140329	0.0	1.2130179E-4	0.001	2214	tags=29%, list=11%, signal=32%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	Details ...	144	0.4285501	1.8485532	0.0	9.646231E-4	0.009	2282	tags=32%, list=11%, signal=36%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	Details ...	32	0.56357086	1.8399352	0.0040816325	9.97934E-4	0.01	2193	tags=34%, list=11%, signal=39%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	133	0.42957643	1.8291407	0.0	9.355632E-4	0.01	1806	tags=25%, list=9%, signal=27%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	197	0.37485328	1.6941127	0.0	0.0041638725	0.044	2097	tags=25%, list=11%, signal=28%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Details ...	105	0.4039663	1.684996	0.0	0.0042600394	0.048	2598	tags=31%, list=13%, signal=36%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	193	0.36725768	1.6385679	0.0	0.0063454006	0.077	3890	tags=40%, list=20%, signal=49%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	Details ...	194	0.36009088	1.6231345	0.0035714286	0.0068647712	0.087	1502	tags=19%, list=8%, signal=20%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING		199	0.34416267	1.5362005	0.0056710774	0.01566633	0.194	1732	tags=22%, list=9%, signal=24%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE		44	0.44054985	1.5188191	0.033333335	0.018826356	0.234	1376	tags=20%, list=7%, signal=22%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR		148	0.34487975	1.4734652	0.0071174377	0.027846398	0.34	2067	tags=22%, list=10%, signal=25%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP		156	0.32818457	1.4308318	0.018214935	0.03972624	0.463	2423	tags=26%, list=12%, signal=29%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY		48	0.39251095	1.4123275	0.049484536	0.044390555	0.514	1290	tags=21%, list=6%, signal=22%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE		95	0.35185176	1.4071217	0.04347826	0.045182966	0.536	1483	tags=21%, list=7%, signal=23%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE		199	0.30907288	1.3902127	0.017921148	0.050487667	0.593	2712	tags=23%, list=14%, signal=26%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING		196	0.31096897	1.3885169	0.023381295	0.04912282	0.597	3210	tags=29%, list=16%, signal=34%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS		36	0.41772562	1.3860753	0.07068607	0.04842855	0.603	696	tags=11%, list=4%, signal=11%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME		102	0.3382569	1.3646761	0.05639098	0.055699177	0.662	2347	tags=24%, list=12%, signal=27%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE		197	0.2999082	1.3493166	0.033088237	0.059862092	0.707	1719	tags=17%, list=9%, signal=18%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING		42	0.38482276	1.331203	0.116504855	0.068129584	0.76	2410	tags=26%, list=12%, signal=30%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS		199	0.29362273	1.3228333	0.028520498	0.07124456	0.787	2280	tags=22%, list=11%, signal=25%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING		85	0.32445794	1.3099116	0.09126214	0.076540574	0.818	2591	tags=24%, list=13%, signal=27%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT		185	0.29170856	1.3045864	0.052532833	0.07706259	0.835	2415	tags=24%, list=12%, signal=27%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM		187	0.28826502	1.2688949	0.06360424	0.098474964	0.904	3092	tags=26%, list=16%, signal=31%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE		110	0.3000698	1.2338439	0.1184466	0.12389655	0.958	3839	tags=37%, list=19%, signal=46%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS		199	0.27375478	1.2274112	0.09700176	0.12600514	0.965	1560	tags=14%, list=8%, signal=15%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM		195	0.25810292	1.1561184	0.16423358	0.19769219	0.992	1951	tags=15%, list=10%, signal=17%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION		94	0.28923005	1.1453533	0.23764259	0.20598988	0.993	2687	tags=28%, list=14%, signal=32%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM		152	0.2522348	1.089608	0.2835821	0.28242788	1.0	2278	tags=18%, list=11%, signal=21%	
