NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	187	0.36656418	1.0814553	0.33770162	0.6791651	1.0	2709	tags=25%, list=14%, signal=29%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	199	0.36443847	1.0748254	0.34843907	0.6622137	1.0	2464	tags=20%, list=12%, signal=23%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	Details ...	200	0.35186365	1.0432826	0.4151515	0.73615754	1.0	3465	tags=26%, list=17%, signal=31%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	133	0.35303256	1.0364399	0.44123712	0.72141945	1.0	1309	tags=11%, list=7%, signal=12%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	195	0.3346331	0.9919782	0.5218718	0.8273794	1.0	3655	tags=24%, list=18%, signal=29%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR		148	0.34245488	0.98921376	0.5271795	0.7963642	1.0	2992	tags=22%, list=15%, signal=26%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING		199	0.31080094	0.9212916	0.6625892	0.9530767	1.0	3054	tags=22%, list=15%, signal=25%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING		32	0.358934	0.89107686	0.639201	0.9861202	1.0	3478	tags=31%, list=18%, signal=38%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY		48	0.3207714	0.8595686	0.6808009	1.0	1.0	4598	tags=40%, list=23%, signal=51%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION		94	0.3041367	0.85674983	0.72134596	0.97562784	1.0	3634	tags=27%, list=18%, signal=32%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS		160	0.2837444	0.8388707	0.7991803	0.9693421	1.0	2712	tags=19%, list=14%, signal=22%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP		156	0.28645363	0.83720946	0.8022541	0.93635666	1.0	2681	tags=20%, list=13%, signal=23%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN		193	0.26966625	0.79197043	0.88169867	0.96936226	1.0	3403	tags=19%, list=17%, signal=23%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING		36	0.31004816	0.78367954	0.7703349	0.94657946	1.0	3799	tags=28%, list=19%, signal=34%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING		42	0.29565525	0.7555117	0.82705885	0.94768053	1.0	4273	tags=33%, list=22%, signal=42%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE		44	0.27711046	0.72080594	0.83897316	0.9491425	1.0	2746	tags=18%, list=14%, signal=21%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION		193	0.23967473	0.70625037	0.9459735	0.93093824	1.0	3955	tags=25%, list=20%, signal=31%	
