NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	198	0.4109328	1.662195	0.0	0.0059492104	0.06	2686	tags=28%, list=14%, signal=32%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	198	0.3896658	1.5878302	0.0	0.010446574	0.112	2727	tags=31%, list=14%, signal=35%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	111	0.40901354	1.5542843	0.0016891892	0.013196602	0.152	2492	tags=23%, list=13%, signal=27%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Details ...	105	0.4139096	1.5372108	0.006633499	0.014523992	0.174	2555	tags=32%, list=13%, signal=37%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	95	0.41575846	1.5203083	0.012635379	0.01645014	0.206	3257	tags=38%, list=16%, signal=45%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	Details ...	199	0.37431708	1.5165192	0.006430868	0.015897252	0.212	1626	tags=19%, list=8%, signal=20%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	192	0.3735196	1.4944435	0.0034542314	0.018048804	0.247	2607	tags=28%, list=13%, signal=32%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	Details ...	193	0.36026686	1.4662174	0.0016638935	0.023382496	0.326	2402	tags=20%, list=12%, signal=22%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	Details ...	101	0.3922023	1.4452757	0.025817556	0.02678969	0.381	2742	tags=27%, list=14%, signal=31%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	Details ...	155	0.3663086	1.43699	0.005076142	0.027406624	0.399	1668	tags=19%, list=8%, signal=20%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN		144	0.36174822	1.4299808	0.018333333	0.027629532	0.418	3120	tags=31%, list=16%, signal=37%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE		44	0.43820488	1.4159156	0.04892368	0.03048683	0.463	3004	tags=32%, list=15%, signal=37%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING		193	0.34196657	1.383726	0.008143323	0.038786598	0.545	2579	tags=27%, list=13%, signal=31%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT		185	0.33175966	1.3344032	0.031879194	0.059189547	0.728	2459	tags=24%, list=12%, signal=27%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION		133	0.34702832	1.3290895	0.053356282	0.059585825	0.743	1998	tags=19%, list=10%, signal=21%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE		199	0.32490474	1.3079398	0.033333335	0.06853276	0.81	2788	tags=25%, list=14%, signal=28%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE		197	0.3144356	1.2731924	0.049284577	0.08868968	0.898	2246	tags=23%, list=11%, signal=26%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM		151	0.31188157	1.225732	0.0994941	0.12413317	0.965	2501	tags=23%, list=13%, signal=26%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION		181	0.3001098	1.2114046	0.11073254	0.13303752	0.975	3493	tags=26%, list=18%, signal=31%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP		198	0.2813065	1.1366665	0.19592476	0.2176912	1.0	1680	tags=16%, list=8%, signal=17%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING		42	0.30320957	0.991536	0.46843177	0.46989232	1.0	2232	tags=19%, list=11%, signal=21%	
