NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	Details ...	195	-0.4066503	-1.4072455	0.0073375264	0.041238684	0.597	5008	tags=46%, list=25%, signal=60%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	Details ...	102	-0.40373403	-1.3216558	0.05321508	0.09673856	0.912	3705	tags=34%, list=19%, signal=42%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	Details ...	200	-0.3661582	-1.2735794	0.052740436	0.14411233	0.981	3254	tags=26%, list=16%, signal=30%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	Details ...	39	-0.41296577	-1.2081286	0.1971831	0.23766123	0.999	1030	tags=13%, list=5%, signal=13%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	85	-0.37060884	-1.1980283	0.16759157	0.24524345	1.0	3905	tags=29%, list=20%, signal=36%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Details ...	105	-0.36463863	-1.1972079	0.16576965	0.23450741	1.0	2947	tags=25%, list=15%, signal=29%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM		195	-0.33566663	-1.1507281	0.19351465	0.31503174	1.0	3615	tags=31%, list=18%, signal=37%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT		185	-0.32425335	-1.1140891	0.25157234	0.38263953	1.0	3444	tags=26%, list=17%, signal=32%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING		199	-0.32415402	-1.1117289	0.24254882	0.3708105	1.0	4309	tags=32%, list=22%, signal=41%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP		156	-0.3157718	-1.0832603	0.32489452	0.41811404	1.0	3214	tags=24%, list=16%, signal=29%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS		130	-0.3092901	-1.0462762	0.4012945	0.48876593	1.0	5350	tags=37%, list=27%, signal=50%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION		94	-0.3142141	-1.0288843	0.40935007	0.5088845	1.0	2830	tags=26%, list=14%, signal=30%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS		36	-0.33332506	-0.94337404	0.57360405	0.69215465	1.0	4781	tags=39%, list=24%, signal=51%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION		199	-0.26773113	-0.929852	0.6566077	0.6973334	1.0	3735	tags=25%, list=19%, signal=31%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS		199	-0.2666235	-0.92041737	0.66842103	0.6921383	1.0	6331	tags=47%, list=32%, signal=68%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP		198	-0.24966474	-0.86393625	0.80314136	0.7754658	1.0	3127	tags=21%, list=16%, signal=24%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM		187	-0.23526803	-0.82274044	0.8489968	0.81681573	1.0	4266	tags=26%, list=21%, signal=32%	
