NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM		152	-0.38578197	-1.4288013	0.01510574	0.026683971	0.419	3894	tags=38%, list=20%, signal=46%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING		42	-0.44334504	-1.3549284	0.08277027	0.054224025	0.682	3501	tags=33%, list=18%, signal=40%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT		185	-0.35586187	-1.3547746	0.027982326	0.052215725	0.682	3880	tags=35%, list=20%, signal=43%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS		71	-0.40438664	-1.3378484	0.056782335	0.05980462	0.739	5706	tags=52%, list=29%, signal=73%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS		36	-0.45513958	-1.3346906	0.090759076	0.058934234	0.746	4061	tags=42%, list=20%, signal=52%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME		102	-0.3577259	-1.2547972	0.08852459	0.1125338	0.941	4952	tags=41%, list=25%, signal=55%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP		198	-0.31605184	-1.221642	0.0927835	0.14344014	0.973	3976	tags=35%, list=20%, signal=44%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS		199	-0.30319855	-1.1619846	0.16465257	0.21825714	0.997	5018	tags=41%, list=25%, signal=55%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS		200	-0.30275792	-1.1555995	0.14615385	0.22085318	0.997	4121	tags=34%, list=21%, signal=42%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA		198	-0.28290653	-1.0837886	0.2706767	0.34070092	1.0	3377	tags=29%, list=17%, signal=34%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING		105	-0.30550957	-1.0794374	0.2987616	0.33904555	1.0	3301	tags=26%, list=17%, signal=31%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE		95	-0.30802056	-1.0723293	0.33114755	0.34389052	1.0	3939	tags=39%, list=20%, signal=48%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT		195	-0.27860656	-1.0711746	0.2857143	0.33709377	1.0	5683	tags=42%, list=29%, signal=58%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING		53	-0.32936987	-1.0438707	0.37993422	0.38310838	1.0	2007	tags=21%, list=10%, signal=23%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE		44	-0.31111452	-0.9413212	0.55687606	0.60651815	1.0	3875	tags=36%, list=20%, signal=45%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS		130	-0.23437232	-0.85825	0.8079365	0.78603584	1.0	5094	tags=32%, list=26%, signal=42%	
